,KCH,KCM,SKJS,XF,XS
346,PHLS403410,中国哲学原著选读,"刘俊,邓妙子,谢徐林",3.0,48.0
347,MACH403301,数控技术,陶涛,3.0,56.0
348,ENGL900512,模拟联合国实践,李莹,1.0,32.0
349,MLMD196614,马克思主义基本原理,王舒傲,3.0,48.0
350,EELC511205,材料物理化学,"李振荣,王玲艳,刘增辉",2.5,40.0
351,ENGL534512,国际关系导论,赵葆珉,2.0,32.0
352,MLMD100214,中国近现代史纲要,宋希斌,2.0,32.0
353,ENGL430312,语言学概论,"杨瑞英,张蕾,张晓鹏",2.0,32.0
354,MACH400501,机械制造技术基础,张星,3.0,56.0
355,POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,段朱清,0.0,2.0
356,BEEA400622,热质交换原理与设备,"党政,徐晗",2.0,32.0
357,POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,冯亮,0.0,2.0
358,MECH402806,流体力学Ⅱ,许丁,3.0,56.0
359,POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,段朱清,0.0,2.0
360,ELEC329304,模电与大数电实验-2,"孙敏,张皎,刘宁艳,刘涛,孔忻,王鹏光,刘晓娟",1.0,32.0
361,STOM405548,口腔医学教育创新,"裴丹丹,王方,侯琳娜,张雨萌,亓坤,张智勇",1.0,16.0
362,ENPO341203,工程热力学Ⅰ,"何雅玲,何茂刚",3.5,64.0
363,BASM301048,人体寄生虫学,"司开卫,张旭",2.0,36.0
364,MLMD191014,形势与政策,李家胜,2.0,32.0
365,ENGL900412,创新创业项目,张蕾,1.0,32.0
366,MACH390901,工程制图,苏文军,2.0,32.0
367,MLMD196614,马克思主义基本原理,刘婧鸣,3.0,48.0
368,MACH390901,工程制图,刘弹,2.0,32.0
369,MLMD100214,中国近现代史纲要,王书吟,2.0,32.0
370,ENPO341303,热能与动力测试技术,"文键,李翠,王桂芳,徐彤彤,郭蓓,刘齐寿",2.5,52.0
371,AUTO300199,现代物理与人工智能II,"杨勐,汪建基,蒋才桂",3.5,40.0
372,LITE303521,汉语口语-2,孔娟,6.0,96.0
373,SOFT400127,计算机组成原理与系统结构,李晨,3.0,48.0
374,COMP500727,木马核心技术分析,孙钦东,2.0,32.0
375,ELEC423704,电力系统稳态分析,"别朝红,李更丰,段超",4.0,68.0
376,STAT370619,统计学,吴静娴,2.0,32.0
377,PSYL300144,医学心理学,王渭玲,2.0,32.0
378,MECH311806,材料力学,原超,3.5,56.0
379,MATH200127,离散数学Ⅳ,高照奇,2.0,32.0
380,CLIM401748,急诊医学,"石秦东,杜俊凯,李昊,吴永兴,许静",1.5,30.0
381,ARCH540222,建筑摄影,吴志勇,1.0,16.0
382,BASM900248,创新能力训练-2,寻萌,2.0,64.0
383,MLMD196614,马克思主义基本原理,卫离东,3.0,48.0
384,MILI100554,国防教育,"张昊,李科,初阔林",2.0,32.0
385,MLMD191014,形势与政策,李家胜,2.0,32.0
386,PSYL300144,医学心理学,王渭玲,2.0,32.0
387,BASM312540,生理学,"康玉明,于晓静,孙波,陈坷,郭媛,李迎",4.0,64.0
388,INDE401431,设计符号学,"李宏伟,董琪",2.0,32.0
389,MATH297707,高等数学IV-2,任平安,4.0,64.0
390,MATH297707,高等数学IV-2,刘晋平,4.0,64.0
391,MATH296107,工科数学分析-2,王勇茂,6.0,99.0
392,MATH296107,工科数学分析-2,"李继成,高安喜,薛尧",6.0,99.0
393,PHYS200628,大学物理III（米理）,杨志伟,4.0,64.0
394,PHYS200628,大学物理III（米理）,潘杰,4.0,64.0
395,MATH293607,高等数学（留） II2,刘峰,6.5,104.0
396,CHEM342009,有机化学实验-1,熊礼龙,1.0,32.0
397,CHEM251309,无机与分析化学实验,韩甜,1.0,32.0
398,CHEM251309,无机与分析化学实验,梁军艳,1.0,32.0
399,CHEM251309,无机与分析化学实验,高培红,1.0,32.0
400,CHEM342009,有机化学实验-1,朱敏,1.0,32.0
401,CHEM342009,有机化学实验-1,熊礼龙,1.0,32.0
402,MATH295907,高等数学I-2（留）,刘峰,5.5,88.0
403,MATH297407,高等数学III-2,刘亚相,5.0,80.0
404,MATH297407,高等数学III-2,张引娣,5.0,80.0
405,MATH297807,高等数学II-2,齐雪林,6.0,99.0
406,MATH297807,高等数学II-2,"高安喜,薛尧",6.0,99.0
407,MATH297807,高等数学II-2,阮小娥,6.0,99.0
408,MATH297807,高等数学II-2,唐平,6.0,99.0
409,MATH297807,高等数学II-2,杨海,6.0,99.0
410,MATH297807,高等数学II-2,王峰,6.0,99.0
411,MATH297807,高等数学II-2,陈红斌,6.0,99.0
412,MATH297807,高等数学II-2,戴永红,6.0,99.0
413,MATH297807,高等数学II-2,苏剑,6.0,99.0
414,MATH294307,高等数学I-2,张芳,6.5,110.0
415,MATH294307,高等数学I-2,常争鸣,6.5,110.0
416,MATH294307,高等数学I-2,吴慧卓,6.5,110.0
417,MATH294307,高等数学I-2,褚蕾蕾,6.5,110.0
418,MATH294307,高等数学I-2,杨海,6.5,110.0
419,MATH294307,高等数学I-2,任平安,6.5,110.0
420,MATH294307,高等数学I-2,刘卫江,6.5,110.0
421,MATH294307,高等数学I-2,"葛照强,魏强",6.5,110.0
422,MATH294307,高等数学I-2,王宁,6.5,110.0
423,MATH294307,高等数学I-2,赵小艳,6.5,110.0
424,MATH294307,高等数学I-2,郭丁和,6.5,110.0
425,MATH294307,高等数学I-2,刘康民,6.5,110.0
426,CHEM342009,有机化学实验-1,王婉秦,1.0,32.0
427,CHEM342009,有机化学实验-1,马鹏琛,1.0,32.0
428,MECH311706,理论力学,张亚红,3.5,56.0
429,MATH325307,随机过程,程晓青,3.0,48.0
430,ENGL900412,创新创业项目,张蕾,1.0,32.0
431,BASM304348,医学微生物学,"王洪亮,刘成程,寻萌",3.0,56.0
432,ARTS514310,浮雕创作,欧阳振宇,4.0,64.0
433,POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,杨华,0.0,2.0
434,BASM400848,生理学,"孟凯,张莉,王涛,刘健,霍福权,杨睿,徐佳曦",4.5,72.0
435,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
436,MATH293807,高等数学（民族预科）,邸双亮,6.0,96.0
437,NURS300848,基础护理学-1,"王娣妙,高睿,郭晓元,张迎,米晓芬",3.0,72.0
438,MATH293507,数学Ⅱ,陈虎民,3.0,48.0
439,MATH293507,数学Ⅱ,王立周,3.0,48.0
440,MLMD100214,中国近现代史纲要,郝一博,2.0,32.0
441,ENGL532912,托福强化,庞加光,2.0,32.0
442,ENGL532812,国际交流演讲与辩论,胡洁,2.0,32.0
443,JAPN111012,日语基础,"任宏昊,曹红荃",2.0,32.0
444,ENGL533012,英语学术写作与展示,李小棉,2.0,32.0
445,ENGL533012,英语学术写作与展示,李小棉,2.0,32.0
446,ENGL533012,英语学术写作与展示,李小棉,2.0,32.0
447,ENGL532812,国际交流演讲与辩论,胡洁,2.0,32.0
448,ENGL533012,英语学术写作与展示,李小棉,2.0,32.0
449,ENGL532812,国际交流演讲与辩论,胡洁,2.0,32.0
450,ENGL532812,国际交流演讲与辩论,胡洁,2.0,32.0
451,ENGL532912,托福强化,庞加光,2.0,32.0
452,MACH501901,机械动力学,王小鹏,2.0,32.0
453,BIME413113,生物医学工程综合设计实验,王刚,2.0,64.0
454,CHEM341909,物理化学实验-1,吴勇,1.0,32.0
455,ENGL101912,出国访学准备（钱学森学院）,龚颖,2.0,32.0
456,EELC511205,材料物理化学,"李振荣,王玲艳,刘增辉",2.5,40.0
457,EELC410905,微电子学实验,"王景平,姚向华,刘增辉",1.0,32.0
458,EELC300127,数字逻辑电路Ⅱ,李昕,3.0,48.0
459,EELC422205,数字系统设计专题实验,雷冰洁,1.0,32.0
460,EELC522005,微机电系统,韩传余,2.0,32.0
461,EELC422105,数字系统设计基础,梁峰,2.0,32.0
462,EELC520805,集成电路封装技术,李高明,2.0,32.0
463,EELC511105,电子材料与器件原理,"周迪,李晓,胡庆元",2.5,40.0
464,EELC511105,电子材料与器件原理,"周迪,胡庆元,李晓",2.5,40.0
465,EELC511105,电子材料与器件原理,向锋,2.5,40.0
466,ELEC426304,电路,"王霞,沈瑶,王超,高昕悦",4.0,72.0
467,ITDE514405,电子系统设计制作,张朝阳,1.0,32.0
468,ITDE514405,电子系统设计制作,"张朝阳,张彦鹏",1.0,32.0
469,PHYS410205,热力学与统计物理,阙文修,2.0,32.0
470,PHYS410205,热力学与统计物理,尹行天,2.0,32.0
471,JZSJ900527,初级项目2：基于FPGA开发板的数字系统设计,程军,2.0,52.0
472,MATH325107,概率论,段启宏,4.0,64.0
473,EELC000227,微电子科学与工程导论,"程军,耿莉,张鸿,张国和",1.0,16.0
474,CHEM320409,现代仪器分析实验,"郑阿群,张军杰",1.0,32.0
475,CHEM320409,现代仪器分析实验,"郑阿群,张军杰",1.0,32.0
476,CHEM320409,现代仪器分析实验,"胡敏,丁大伟",1.0,32.0
477,CHEM320409,现代仪器分析实验,"胡敏,丁大伟",1.0,32.0
478,CHEM320409,现代仪器分析实验,"杜姣姣,李芬",1.0,32.0
479,CHEM320409,现代仪器分析实验,"杜姣姣,李芬",1.0,32.0
480,CHEM320409,现代仪器分析实验,"杜姣姣,李芬",1.0,32.0
481,EELC421505,电介质物理,"徐卓,魏晓勇,夏颂,李飞",3.5,64.0
482,CHEM320409,现代仪器分析实验,"胡敏,丁大伟",1.0,32.0
483,CHEM320409,现代仪器分析实验,"杨国鑫,杨帆",1.0,32.0
484,CHEM320409,现代仪器分析实验,"杨国鑫,杨帆",1.0,32.0
485,EELC512105,信息显示技术（双语）,"胡文波,李洁",2.5,40.0
486,INFT400405,电磁场理论I,张贻齐,3.5,56.0
487,INFT400405,电磁场理论I,"吴胜利,刘建彬",3.5,56.0
488,ITDE514105,太阳能电池设计制作,易文辉,1.0,32.0
489,PHYS410105,量子力学,谭文疆,2.0,32.0
490,PHYS410105,量子力学,吴朝新,2.0,32.0
491,EELC421905,模拟电子系统专题实验,齐欢欢,1.0,32.0
492,EELC422405,模拟集成电路设计II,许江涛,2.5,40.0
493,EELC422405,模拟集成电路设计II,桂小琰,2.5,40.0
494,CHEM300829,分析化学实验Ⅰ,高瑞霞,1.0,32.0
495,EELC513205,现代光学,"陈烽,杜广庆",2.5,40.0
496,EELC530805,信号与系统VI,"王洪广,黄健,刘美琴",3.0,56.0
497,EELC410805,物理电子学实验1,陈兵,1.0,32.0
498,CHEM300829,分析化学实验Ⅰ,李银环,1.0,32.0
499,CHEM342409,有机化学实验-2,王卫林,2.5,80.0
500,EELC200105,微机原理与应用技术,"张朝阳,陈涛",3.0,56.0
501,EELC200105,微机原理与应用技术,"姚向华,王志国",3.0,56.0
502,AUTO501027,信息物理融合能源系统,"管晓宏,徐占伯,吴江,刘坤,刘烃",2.0,32.0
503,JZSJ301222,设计实践4,戴靓华,0.5,16.0
504,COMP501127,在线社交网络智能分析与对抗,刘晓明,2.0,32.0
505,EELC410205,半导体物理,"徐友龙,赵金燕,牛刚,杨亚威",3.5,56.0
506,EELC513105,光电子材料与器件（双语）,"云峰,丁文,田振寰",2.0,32.0
507,EELC513105,光电子材料与器件（双语）,"云峰,丁文,田振寰",2.0,32.0
508,EELC530905,等离子体电子学导论,"李永东,王耀功",2.0,32.0
509,EELC410605,固体电子学实验1,"王景平,姚向华,马明",1.0,32.0
510,CHEM342409,有机化学实验-2,"白艳红,马鹏琛",2.5,80.0
511,ITDE514305,压电器件设计制作,"夏颂,高翔宇",1.0,32.0
512,FRAN900512,创新创业项目,寇媛媛,1.0,32.0
513,CHEM342409,有机化学实验-2,张军杰,2.5,80.0
514,CHEM342409,有机化学实验-2,张军杰,2.5,80.0
515,EELC511305,现代微分析导论,"王领航,汪敏强",2.0,32.0
516,EELC511305,现代微分析导论,"汪敏强,王领航",2.0,32.0
517,EELC411005,光电子学实验1,田亚玲,1.0,32.0
518,EELC513305,激光原理与技术,樊叔维,2.5,40.0
519,EELC513305,激光原理与技术,樊叔维,2.5,40.0
520,MACH000201,智能制造工程导论,"江平宇,张小栋,陈雪峰,周光辉,曹军义,陈贵敏,刘啸川,黄科",1.0,16.0
521,MACH392001,大数据技术,"严如强,马猛",2.0,36.0
522,EELC400227,电化学基础,"易文辉,王景平,徐友龙,代锦飞",3.0,56.0
523,JZSJ900927,储能电池设计制作及集成化-2,"徐友龙,姚向华",3.5,104.0
524,MACH403601,微纳制造工艺与装备,"邵金友,陈小明,王春慧,田洪淼,李祥明,陈小亮",2.5,48.0
525,INSM401801,数字图像处理,赵自新,2.0,40.0
526,INSM401501,测试技术,"徐光华,李敏",2.0,48.0
527,MACH403701,机器人技术及应用,董霞,2.0,40.0
528,INSM900101,仪器设计综合性实验-1,"侯成刚,刘弹",2.5,80.0
529,MACH392201,大数据技术,"张留洋,李乃鹏,刘啸川,马猛",4.0,64.0
530,ELEC300327,现代电子技术基础,"徐然,王若铮",3.0,56.0
531,COMP250105,离散数学A,"曹相湧,李文,彭祯",4.0,64.0
532,COMP000327,计算概论,"师斌,龚铁梁",2.0,32.0
533,COMP000327,计算概论,"师斌,龚铁梁",2.0,32.0
534,MACH392801,工业互联网与云计算基础,"曹军义,张政",3.0,56.0
535,MACH392801,工业互联网与云计算基础,"朱子才,吴晓军",3.0,56.0
536,MACH405001,智能传感器与检测技术（英）,"严如强,赵志斌",3.0,48.0
537,MACH404501,机械设计及其智能化,"王永泉,桂亮,李宝童,郭婷,权双璐,赵志斌",3.0,48.0
538,MACH405601,智能运维与健康管理,"訾艳阳,王宇,陈景龙",3.0,64.0
539,MACH405201,智能制造执行系统技术,"张超,周光辉",3.0,48.0
540,INSM502101,机床精密测量与动态测试,"李兵,魏翔",2.0,40.0
541,INSM401201,无线传感网络技术,韦学勇,1.5,24.0
542,MACH900201,新形态机器人设计与驱控,"郭艳婕,彭军,李博,朱子才",2.0,64.0
543,LITE102710,语文2,"孙飞鹏,孙启洲",4.0,64.0
544,INSM501901,智能仪器与虚拟仪器设计,"侯成刚,刘弹",3.0,52.0
545,INSM502001,设备监测与诊断技术及应用,"徐光华,梁霖",1.5,36.0
546,MACH405501,智能制造执行系统技术,周光辉,3.0,72.0
547,CUIC400320,网络舆情监测与研判,陈强,3.0,48.0
548,PSYL300447,护理心理学基础,"张银萍,顾炜",3.0,56.0
549,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
550,MACH392401,材料力学（英）,娄燕山,3.0,48.0
551,MACH900401,智能制造系统的人工智能应用及实践,"孙闯,陈雪峰,王保建,秦立果,尹昱东,李卓林",2.0,64.0
552,ELEC422904,电力设备设计原理,"李盛涛,王诗航",2.0,32.0
553,COMP350405,数据结构与算法A（拔尖班）,顾刚,4.0,80.0
554,COMP462105,数据库系统,"何亮,孙鹤立",2.5,48.0
555,COMP462105,数据库系统,冯中慧,2.5,48.0
556,COMP501227,Rust语言程序设计,谢涛,2.5,48.0
557,COMP460905,认知计算与机器学习,鲍军鹏,2.0,40.0
558,COMP461405,数据库系统,任雪斌,3.5,64.0
559,COMP400527,人工智能导论,张玲玲,2.0,32.0
560,COMP400327,程序设计思想方法与实践,杨义军,3.0,64.0
561,COMP451105,编译器设计专题实验,戴慧珺,1.0,32.0
562,COMP460805,传感与检测专题实验,张利平,1.0,32.0
563,COMP462805,物联网信息安全,"桂小林,戴慧珺",2.0,40.0
564,COMP561405,游戏设计与开发（AR/VR）,唐亚哲,2.0,32.0
565,COMP450305,形式语言与编译,李波,3.5,56.0
566,COMP450305,形式语言与编译,赵银亮,3.5,56.0
567,COMP450305,形式语言与编译,赵银亮,3.5,56.0
568,COMP461505,计算机体系结构,陈衡,3.0,56.0
569,COMP550305,面向对象程序设计,李保红,2.5,48.0
570,COMP553005,电子系统设计专题实验2,郑卫斌,0.5,16.0
571,COMP460605,计算机网络专题实验,郑卫斌,1.0,32.0
572,COMP460605,计算机网络专题实验,"张利平,安健",1.0,32.0
573,COMP462205,算法分析与设计,赖欣,2.5,48.0
574,COMP462205,算法分析与设计,朱晓燕,2.5,48.0
575,COMP560805,物体标识与管理专题实验,安健,1.0,32.0
576,COMP550105,优化方法基础,罗敏楠,2.0,32.0
577,COMP560105,计算机组成原理,"秦涛,张克旺",3.0,48.0
578,EELC400105,数字逻辑电路,王今雨,3.5,56.0
579,EELC400105,数字逻辑电路,伍卫国,3.5,56.0
580,EELC400105,数字逻辑电路,刘松,3.5,56.0
581,COMP550705,软件定义网络,张鹏,2.0,40.0
582,EELC300505,电子技术实验-2,郑卫斌,0.5,16.0
583,EELC300505,电子技术实验-2,张利平,0.5,16.0
584,EELC300505,电子技术实验-2,王今雨,0.5,16.0
585,COMP551005,汇编语言,陈衡,2.5,48.0
586,COMP551005,汇编语言,董小社,2.5,48.0
587,COMP551005,汇编语言,张兴军,2.5,48.0
588,COMP562205,计算机视觉与模式识别,"苏远歧,王乐",2.5,48.0
589,COMP550605,组合数学,蔺杰,2.0,32.0
590,COMP462705,物联网原理,"桂小林,安健,丁菡",3.5,56.0
591,COMP561705,软件工程,王鸽,2.0,32.0
592,MATH200105,离散数学B,钱屹,3.0,48.0
593,COMP401927,数据结构与算法,黄鑫,3.0,48.0
594,COMP401627,面向对象程序设计,薄钧戈,2.0,32.0
595,XJLU200112,English Language and Study Skills for Business-2,杨蕾,5.0,150.0
596,MLMD191014,形势与政策,李家胜,2.0,32.0
597,MAGT420508,公司理财,陈军,2.0,32.0
598,INDE400601,设计调查,"杨增耀,张煜",2.0,32.0
599,MAGT480908,大数据管理方法与应用,刘佳鹏,2.0,32.0
600,MAGT476708,管理沟通,"尚玉钒,刘人境,钟萌",2.0,32.0
601,INDE400401,美学与设计,蔺肖曼,2.0,32.0
602,INDE401401,设计造型Ⅱ,蔺肖曼,2.0,48.0
603,INDE500801,人机界面设计,杨增耀,2.0,40.0
604,INDE900801,工业设计实践Ⅰ-5,张煜,1.0,32.0
605,INDE401601,人因素和人机学,"李宏伟,李萌,张煜",2.5,48.0
606,INDE500901,工业大数据处理与程序设计,仇国巍,2.0,40.0
607,INDE501001,Web编程技术,"谢涛,李宏伟",2.0,40.0
608,INDE900201,工业设计实践Ⅱ-5,杨增耀,1.0,32.0
609,INDE901001,工业设计实践Ⅰ-2,蔺肖曼,1.0,32.0
610,MACH405101,深度学习与智能运维,"赵志斌,马猛,丁宝庆,吴淑明",3.0,48.0
611,MACH900601,智能制造系统开发、调试与运维,"周光辉,张超,赵丹",2.0,64.0
612,LAWS407724,经济法,"吴锐,苟学珍",2.0,32.0
613,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
614,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
615,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
616,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
617,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
618,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
619,BASM312840,病理学,"孙颖,赵长安,莫立平,张海峰,孙瑞芳,任淑婷,周党侠",4.5,96.0
620,BASM300348,局部解剖学,"董炜疆,冯改丰,许杰华,杨蓬勃,靳辉,肖新莉,钱亦华,杨维娜,贾宁,张建水",4.0,108.0
621,BASM301248,组织学与胚胎学,"吴晓林,田宏,武捷,张晓田,周劲松",5.0,96.0
622,PHYS200148,生物物理学,"吴春生,杜立萍,陈炜,蔡文,张德文,杜宝吉,王健",2.0,32.0
623,BASM312840,病理学,"孙颖,赵长安,莫立平,张海峰,孙瑞芳,任淑婷,周党侠",4.5,96.0
624,BASM312840,病理学,"孙颖,赵长安,莫立平,张海峰,孙瑞芳,任淑婷,周党侠",4.5,96.0
625,BASM400648,神经生物学,"吕海侠,陈新林,张智超,安晶,马凯歌",2.0,32.0
626,JZSJ901048,口腔基础技能训练,"裴丹丹,王方,侯琳娜,张雨萌",2.0,80.0
627,BIOL300148,生物化学,"李海韵,郑芳,朱文华,吴昊,孟列素,李冬民,肖正涛,蓝茜,赵柏林,杨旭东,蒋晓刚,马捷",7.0,128.0
628,JZSJ902048,口腔外科生产实习,"裴丹丹,王方,侯琳娜,张雨萌",16.0,640.0
629,ENPO341403,流体力学（英）,孙金菊,3.5,64.0
630,ENGL206912,学术英语读写,卢燕华,2.0,32.0
631,MATL400702,Characterization techniques in materials science research,王疆靖,2.0,32.0
632,TREC460719,连锁经营与管理,彭晖,1.5,24.0
633,PHYS280209,大学物理实验II,黄国华,1.0,32.0
634,PHYS280209,大学物理实验II,方党旗,1.0,32.0
635,PHYS280209,大学物理实验II,方党旗,1.0,32.0
