,S#,C#,GRADE
950,05023108,MM-93,78.2
951,08082531,EE-13,78.7
952,01030135,JP-16,83.5
953,07035901,FA-54,80.4
954,04083377,SA-06,82.4
955,05077130,PY-23,70.9
956,03012980,AS-40,79.3
957,02091878,PY-25,80.7
958,09077119,ID-04,67.8
959,02023143,BO-17,49.6
960,05035444,CE-03,73.9
961,03033426,BS-16,67.0
962,04077810,LW-37,89.7
963,08094449,EL-30,67.9
964,08066942,MR-02,79.1
965,07049622,BO-05,
966,09051620,PY-49,67.6
967,06029824,CN-01,72.6
968,09035660,CS-11,78.5
969,09096328,PY-36,78.2
970,06081986,IF-32,
971,04050790,NC-11,81.3
972,02088469,EG-06,62.5
973,06066040,JP-26,
974,01092141,BS-01,72.6
975,08012237,AT-21,69.9
976,01029974,JS-28,88.6
977,05086009,ML-05,56.3
978,03022192,IT-44,82.3
979,06025682,LW-05,82.6
980,04026664,PY-25,
981,05083282,CE-30,67.0
982,01068571,SA-01,60.9
983,03075338,BM-02,75.5
984,08095669,EE-86,83.9
985,08059789,AC-24,81.9
986,01076288,CE-19,75.2
987,02029944,AC-20,79.7
988,03065566,JP-11,87.9
989,08096331,EP-06,62.2
990,01054955,AS-40,57.9
991,08056892,AT-21,80.3
992,03033426,BS-23,74.6
993,03013598,MC-37,46.7
994,02023976,BO-05,67.2
995,04078544,ID-04,82.5
996,09039649,EP-06,83.9
997,05077134,IS-01,63.4
998,09079115,PY-02,
999,02039248,AC-24,60.4
1000,04012479,EM-31,88.2
1001,02030084,AT-22,82.6
1002,07086528,CE-19,76.0
1003,01095661,AC-24,67.7
1004,09030357,JP-11,65.2
1005,09098143,RS-02,63.9
1006,08037022,CS-13,69.5
1007,07081966,BS-37,72.9
1008,02040804,AS-40,76.5
1009,07072056,MM-02,74.4
1010,06021357,JS-28,57.0
1011,02020140,EG-06,
1012,03037006,PY-02,71.2
1013,09022743,JS-09,88.2
1014,01039157,EN-26,62.4
1015,04033242,EG-06,68.9
1016,03038256,JS-02,87.6
1017,05030322,ER-22,68.3
1018,09099679,PY-36,79.8
1019,01053119,AC-24,
1020,09072958,IF-01,90.1
1021,06018282,MM-25,
1022,07031837,IS-14,75.8
1023,09091934,PY-25,74.1
1024,01012930,MM-10,69.9
1025,03058780,MT-28,83.0
1026,02039236,MG-25,83.4
1027,01051545,AT-06,97.7
1028,09089945,LW-37,89.7
1029,03095294,BM-02,90.0
1030,04017472,MM-10,75.5
1031,02057349,MM-25,69.8
1032,09052483,PY-05,72.4
1033,05063232,LW-32,56.0
1034,09075190,AC-24,67.2
1035,05039293,EL-27,71.2
1036,02056761,ER-05,65.3
1037,08079717,AC-03,79.9
1038,06011161,AT-22,84.8
1039,09038871,EG-65,68.2
1040,08089024,EN-26,
1041,03053671,EP-08,
1042,01011402,NC-11,56.4
1043,04026586,MM-93,79.1
1044,03053523,AC-20,94.7
1045,02090381,ID-04,56.5
1046,03083091,BS-02,
1047,09046945,PY-04,61.7
1048,08094030,EN-26,87.2
1049,01060027,LW-32,
1050,08087260,FR-05,69.4
1051,03031113,EL-02,77.5
1052,04057002,MG-81,53.0
1053,06078362,BS-02,86.1
1054,04050790,MM-02,83.3
1055,04090747,CN-05,68.2
1056,02026771,MT-28,49.5
1057,08045054,LW-26,76.8
1058,07073965,BS-01,94.5
1059,07033537,EL-02,72.9
1060,01035477,MC-09,60.7
1061,05034440,PY-25,53.2
1062,01071019,MG-13,72.5
1063,09036831,BM-43,90.0
1064,07014580,PY-36,83.5
1065,08012838,LW-05,71.8
1066,08070935,IS-14,65.9
1067,07046753,EL-04,72.7
1068,07082863,NC-11,77.5
1069,06034255,IT-44,66.2
1070,01051545,CS-13,75.5
1071,05058248,CI-01,
1072,04023537,PY-38,77.0
1073,04081299,EG-06,65.0
1074,08025469,EE-61,73.5
1075,07048403,CE-30,
1076,09092335,JP-16,83.7
1077,04078773,JP-11,83.3
1078,02098531,EP-09,75.3
1079,05063475,MT-21,64.3
1080,02087288,IT-44,86.3
1081,08064018,IF-32,69.3
1082,09066291,AT-21,73.1
1083,01011896,CN-01,66.0
1084,02057349,PY-38,74.7
1085,08089628,AC-24,82.3
1086,08012838,MC-09,84.4
1087,02033064,EP-03,67.4
1088,06031626,JP-20,
1089,05079363,PY-23,80.1
1090,07021649,BS-23,76.4
1091,04059850,MC-20,79.6
1092,05050351,CI-10,
1093,09097184,EE-13,71.7
1094,08095669,BO-01,74.4
1095,01099818,EL-30,68.9
1096,06063061,EE-33,76.9
1097,06015312,MC-18,
1098,01051513,MC-37,87.3
1099,05029102,MT-01,
1100,01031476,BM-43,85.5
1101,01070997,CI-01,77.2
1102,02058463,AC-03,88.3
1103,01031476,IF-01,73.5
1104,05055745,MC-20,72.8
1105,02038145,PY-02,76.8
1106,02037026,PY-05,100.0
1107,01029406,PY-02,62.1
1108,03059651,CI-10,
1109,04035790,MC-37,81.7
1110,07046753,AC-03,
1111,08061960,BS-01,62.1
1112,09098316,MM-66,77.5
1113,09064551,ML-05,91.6
1114,09037159,LW-05,
1115,07063955,JS-28,65.4
1116,09070712,MM-10,70.4
1117,01031613,MM-66,80.6
1118,07055667,BM-02,86.6
1119,05038778,PY-25,
1120,01099962,MR-02,63.8
1121,01028180,SA-01,
1122,03029810,EE-13,71.8
1123,06074885,ML-05,77.9
1124,01018628,PY-01,78.0
1125,08093602,BS-37,
1126,07072132,AT-36,63.5
1127,08061960,MT-26,73.8
1128,03051788,JP-20,84.1
1129,04027619,EG-27,73.7
1130,03016320,MG-01,82.8
1131,09065956,EG-65,84.1
1132,06065835,EE-29,69.8
1133,04026873,EP-09,
1134,06059017,AT-21,88.7
1135,08096006,MT-01,60.8
1136,06042853,LW-37,63.9
1137,01091559,IS-01,71.4
1138,02048995,CE-19,
1139,07077034,EG-06,75.8
1140,01067285,IF-01,69.1
1141,04023537,BO-05,74.6
1142,07078424,MM-25,87.5
1143,09056888,RS-02,79.5
1144,02049522,EL-30,
1145,02063649,BS-52,
1146,05075269,BS-37,73.5
1147,02014048,PY-49,74.5
1148,08029061,SA-01,61.7
1149,07021484,EE-29,65.8
1150,08093602,CS-13,66.0
1151,06077104,EE-13,100.0
1152,08051948,EE-29,
1153,02038271,AT-21,58.0
1154,07084759,ER-22,
1155,04099042,CE-03,68.7
1156,03029810,LW-26,64.3
1157,06033244,NE-01,71.9
1158,09050247,SA-01,71.9
1159,01070441,EE-29,79.9
1160,05098124,CE-03,86.7
1161,04093598,BS-01,84.3
1162,01035125,AS-40,
1163,09025223,ER-01,73.7
1164,07030039,PY-01,71.4
1165,05051413,BS-02,73.2
1166,09094366,ML-05,80.3
1167,05017953,EE-82,53.1
1168,07072132,ML-05,80.1
1169,04074620,MG-13,64.4
1170,08065005,EE-40,73.5
1171,02031517,SA-06,76.1
1172,08022145,AS-40,88.8
1173,02087922,AT-22,67.6
1174,09046199,MG-23,73.7
1175,01078813,EG-03,63.7
1176,06028939,AS-40,56.6
1177,05077134,EP-08,77.3
1178,01078443,MR-02,74.9
1179,05034440,JS-09,56.8
1180,01028591,MG-01,73.6
1181,03094075,CE-19,68.9
1182,03031972,JS-28,
1183,09089945,EE-33,80.0
1184,06018282,MM-10,
1185,08094449,ER-22,75.4
1186,09091934,BO-05,77.3
1187,05052039,MC-18,
1188,04090401,SA-06,
1189,06066774,NE-01,90.6
1190,08038641,JS-02,85.2
1191,09070712,ER-01,89.4
1192,09046233,EE-61,63.1
1193,02033064,JP-11,79.7
1194,06069280,JS-09,85.6
1195,07057815,MT-01,83.4
1196,07046753,BS-01,53.8
1197,04059850,ER-05,
1198,02034670,BM-02,62.1
1199,08042737,LW-26,78.1
1200,04058604,AT-22,
1201,03096637,AC-20,71.6
1202,08051948,BM-43,71.1
1203,08019798,SO-01,68.1
1204,02048995,RS-02,80.4
1205,06084082,JP-11,70.6
1206,07069847,MG-13,75.4
1207,02021169,LW-37,81.0
1208,06019860,EP-08,66.4
1209,03060139,BS-23,74.9
1210,09010136,CN-05,70.1
1211,05031283,MG-81,80.2
1212,06048702,PY-01,74.9
1213,01051513,MM-93,75.4
1214,09092335,PY-49,75.9
1215,05054306,EE-86,88.6
1216,04070241,MR-04,76.3
1217,06036176,AT-21,83.9
1218,06068020,NC-11,97.8
1219,03018455,SA-01,100.0
1220,01027682,JP-26,78.3
1221,09079115,LW-05,63.9
1222,03080165,AC-03,77.8
1223,09017378,MG-13,81.4
1224,08058687,CN-05,62.9
1225,05035444,ER-05,68.6
1226,08076159,LW-05,
1227,07068119,MG-81,94.0
1228,04056678,FR-05,66.7
1229,04071030,CN-01,57.8
1230,03026173,EL-02,74.5
1231,01071023,EM-31,69.9
1232,06021357,EE-29,91.0
1233,04024533,ID-04,75.4
1234,08012237,EL-02,83.6
1235,03031113,IT-44,80.7
1236,08093602,MT-01,78.2
1237,01014586,MM-93,75.8
1238,07082863,BS-16,67.0
1239,01015891,AC-24,85.9
1240,01077079,JS-02,68.9
1241,07015650,JP-11,79.2
1242,07047847,CS-11,79.3
1243,01067285,EE-29,71.8
1244,02089691,EE-13,86.3
1245,04083011,BS-01,70.3
1246,04080246,MG-81,83.8
1247,08041539,EL-27,66.6
1248,04035790,IS-14,78.7
1249,06041563,MT-01,
1250,02039533,MT-28,82.6
1251,02023976,BS-23,80.6
1252,06078362,CE-30,51.7
1253,07092967,LW-37,99.0
1254,01067285,BS-01,78.8
1255,03073426,BS-02,77.9
1256,06044567,JP-16,75.6
1257,02046348,NC-11,78.4
1258,06054254,IF-03,67.5
1259,04073388,MC-09,
1260,08052127,IF-01,73.0
1261,02069894,EE-29,
1262,04037121,CI-01,72.5
1263,03053523,BM-43,84.5
1264,03093048,AC-24,87.6
1265,09084646,AC-20,85.3
1266,01095661,IS-14,
1267,09056888,IT-44,79.1
1268,02043969,IF-32,58.0
1269,03086288,EP-06,76.0
1270,03064742,EE-13,74.6
1271,06074200,CE-03,68.6
1272,08022145,BO-01,85.8
1273,02034863,MR-04,77.2
1274,06036176,PY-38,
1275,06021357,JS-02,56.4
1276,01068571,ER-22,86.4
1277,04031985,ID-04,75.6
1278,03013266,ID-22,
1279,08020941,MG-25,81.2
1280,01078813,JP-16,69.8
1281,06019860,MR-04,64.8
1282,01017285,IS-01,
1283,04093652,LW-37,
1284,02048995,EL-04,79.4
1285,09098143,BO-01,76.7
1286,01029406,CN-05,
1287,09064896,EE-29,81.4
1288,09050054,EL-02,86.9
1289,08046279,MG-81,88.6
1290,09073619,MR-02,56.2
1291,04052293,ML-05,69.1
1292,01043271,LW-05,62.1
1293,08039904,MR-04,94.9
1294,04049528,IT-44,93.2
1295,09063201,EP-08,74.1
1296,07021581,AS-40,86.9
1297,06011273,EP-03,81.4
1298,06027838,MT-01,69.5
1299,07035348,MC-18,68.2
1300,06077371,IF-32,75.7
1301,08092153,MC-37,74.7
1302,02072382,IS-14,66.7
1303,01037434,EP-06,67.6
1304,08038641,EL-30,68.4
1305,06098713,AC-24,69.6
1306,01044180,BS-16,
1307,09048091,JS-28,
1308,05083282,EE-29,69.3
1309,02056761,EL-02,76.4
1310,04058604,BO-17,
1311,06011024,MT-26,75.5
1312,09022690,EE-13,90.3
1313,08066984,PY-38,78.8
1314,07063569,MM-10,75.3
1315,03015314,IF-03,95.6
1316,09027264,PY-49,79.0
1317,06035676,CN-05,75.7
1318,02046922,PY-02,75.6
1319,09050054,PY-04,80.0
1320,05016498,MG-13,
1321,07092967,EE-40,76.9
1322,06090136,MT-21,61.4
1323,03061607,MG-01,81.4
1324,02051724,EE-82,81.6
1325,01033611,BS-31,64.9
1326,03012980,IF-01,77.3
1327,02047674,ID-22,69.3
1328,09039649,CS-13,94.3
1329,05058022,NE-01,
1330,02023976,EP-08,72.1
1331,05075269,EP-06,65.9
1332,02074358,LW-05,80.6
1333,09031386,BS-23,81.9
1334,04012321,ID-04,
1335,04059980,AT-31,73.0
1336,08073526,FR-05,
1337,08066942,BM-02,70.0
1338,07055707,EL-04,100.0
1339,04059565,EE-61,78.3
1340,06014611,ML-05,72.8
1341,09035660,LT-01,81.8
1342,05090477,PY-01,68.8
1343,08023622,AT-21,63.1
1344,06014052,MC-18,64.4
1345,02014568,BS-31,56.2
1346,01060027,EP-08,70.1
1347,03040175,MG-25,82.1
1348,03074698,EL-02,56.4
1349,03082243,SO-55,
1350,02088469,MC-37,81.9
1351,03069811,EM-31,48.5
1352,06031626,CI-10,65.6
1353,08049761,LW-32,
1354,02039248,AT-36,62.1
1355,04042506,AC-03,93.5
1356,06037185,PY-36,
1357,08089628,MT-21,80.0
1358,09048091,EE-82,83.4
1359,09030823,EP-09,75.5
1360,03013234,BS-23,
1361,08094030,JP-20,60.7
1362,08033134,CS-13,85.9
1363,05077134,EP-06,74.1
1364,02014080,PY-23,88.0
1365,08046279,PY-05,77.0
1366,02092526,IS-01,68.7
1367,08075498,EP-03,62.4
1368,07077034,IT-44,72.1
1369,02056761,JP-11,46.4
1370,02087213,PY-38,75.3
1371,09068313,MM-66,65.2
1372,08091839,AC-24,79.8
1373,05014005,NE-01,72.7
1374,06091767,MC-20,61.2
1375,04087010,IT-44,63.2
1376,06050027,SO-01,89.8
1377,03034162,MG-13,83.2
1378,06034255,EE-82,81.7
1379,08095619,PY-36,84.4
1380,05037414,CE-19,88.8
1381,03036158,EN-26,66.7
1382,08064572,LT-01,81.8
1383,08060753,MC-37,52.3
1384,02094575,MC-37,67.5
1385,03043813,EG-27,71.7
1386,08067720,CN-05,100.0
1387,01019000,EG-27,
1388,03064155,BS-23,70.1
1389,08096350,BM-02,68.8
1390,07046930,EG-03,97.6
1391,09037045,EE-86,83.0
1392,08079717,IT-44,84.8
1393,01042130,AC-20,57.8
1394,05010397,ID-04,81.5
1395,07049737,AC-24,71.3
1396,03085128,JP-11,63.4
1397,09054403,MG-81,
1398,03064155,BO-05,77.7
1399,03018455,EE-29,82.2
1400,09095405,JP-26,
1401,03060139,BS-31,84.2
1402,07024810,AT-31,77.8
1403,06083239,PY-01,79.7
1404,07044421,MC-09,
1405,04026586,ER-01,80.1
1406,09041073,ER-22,75.9
1407,02047674,EL-30,85.9
1408,09052629,BS-16,65.4
1409,02051724,BS-02,68.3
1410,04031279,BM-43,87.7
1411,07095121,RS-02,
1412,07012729,BO-17,82.9
1413,09091934,EP-09,73.8
1414,01037495,SO-55,88.4
1415,08022145,MC-20,69.4
1416,07058084,JS-09,86.6
1417,08064018,ID-04,84.2
1418,08072608,AT-21,71.0
1419,03054101,LW-05,82.9
1420,06068020,IF-32,80.4
1421,05068455,JS-09,70.0
1422,01041037,RS-02,77.5
1423,09099679,ER-05,69.1
1424,08041727,IF-32,84.1
1425,06034255,JP-11,72.4
1426,08067720,BM-43,73.2
1427,01031613,IF-32,75.2
1428,08095619,JP-11,80.7
1429,07075783,MM-66,
1430,01044180,MT-07,77.0
1431,06036617,BO-01,77.1
1432,06024560,CS-13,72.7
1433,04059565,AT-21,81.5
1434,01033386,MT-07,72.4
1435,08033134,SA-01,54.5
1436,09070915,FA-54,
1437,03016898,EP-03,76.4
1438,06054431,FR-05,74.0
1439,06035339,AC-03,87.8
1440,04064258,SO-55,78.3
1441,02077552,EE-82,71.1
1442,05086009,BM-02,66.6
1443,01041037,IF-32,67.1
1444,08050841,MG-01,78.0
1445,02067425,MT-01,79.3
1446,05064658,MC-37,88.2
1447,08051948,AT-06,75.2
1448,02019902,EP-03,73.6
1449,04015900,EE-33,
1450,01099818,CN-05,
1451,08095669,LT-01,78.9
1452,02089905,CN-01,92.5
1453,09041964,BS-23,87.7
1454,06047810,AT-31,71.1
1455,06054254,MC-20,70.1
1456,01053959,EG-65,61.7
1457,08019001,NE-01,
1458,04055712,MG-13,73.9
1459,09026678,BS-31,78.9
1460,09041964,MC-18,68.2
1461,03069590,PY-36,78.5
1462,07086052,EP-08,70.8
1463,04033242,EN-26,86.1
1464,09070712,BO-01,67.1
1465,05020572,NE-01,69.3
1466,02099753,EE-33,76.5
1467,09054708,MM-10,78.7
1468,09061136,AT-31,75.6
1469,09022690,BO-17,72.3
1470,08096380,PY-38,62.7
1471,06048716,CN-05,76.6
1472,07027376,AC-24,80.3
1473,04049528,EP-06,76.0
1474,07086487,EG-65,71.0
1475,06031626,CI-01,66.4
1476,02089905,JP-11,86.6
1477,06014862,JS-09,69.1
1478,02043969,EE-13,
1479,04039231,FA-54,77.1
1480,01037495,CE-03,88.7
1481,06070097,MM-93,
1482,05068455,MM-10,81.8
1483,01077992,BO-01,75.8
1484,06011024,AC-24,75.6
1485,08015831,BO-05,85.0
1486,06042202,IF-32,
1487,04097576,SA-01,70.4
1488,09037159,PY-01,92.0
1489,08040073,MR-02,84.7
1490,04039143,MM-25,79.8
1491,05074742,IS-14,74.4
1492,01013510,MG-23,71.2
1493,04027154,JS-09,
1494,03074658,SA-01,66.3
1495,06011098,EE-82,
1496,03082243,CS-11,77.8
1497,04087024,MT-01,
1498,09091934,EE-40,73.5
1499,03081873,MC-37,75.8
1500,06024586,PY-49,74.9
1501,08051571,EE-82,72.3
1502,04068686,JP-26,77.7
1503,06099227,MG-01,82.1
1504,05019525,EL-30,98.9
1505,09072324,PY-49,82.9
1506,01033386,PY-23,67.4
1507,06057100,EP-03,81.6
1508,07046428,JP-20,59.8
1509,03083091,CS-11,70.6
1510,08094482,SA-06,80.4
1511,05052073,MG-81,81.4
1512,08075498,EL-30,70.0
1513,08012361,EG-06,79.0
1514,02051724,JS-09,78.6
1515,02017610,AC-24,68.0
1516,05057135,EN-26,83.4
1517,06048702,BM-02,
1518,09046199,EL-30,81.8
1519,01041723,PY-36,67.8
1520,02067181,MT-26,72.5
1521,07096700,ER-22,70.3
1522,02087213,MT-28,65.8
1523,03041683,IS-01,71.2
1524,02051724,EG-03,88.0
1525,01031983,LW-32,85.4
1526,04083011,ID-04,78.5
1527,07060009,RS-02,84.2
1528,03031839,BS-52,80.9
1529,04093652,IF-01,85.3
1530,05094850,JS-09,60.3
1531,08047076,CE-30,70.8
1532,04087133,PY-05,76.9
1533,06011024,ID-22,59.7
1534,02080549,JP-11,78.4
1535,05017131,AT-06,63.3
1536,02033064,PY-49,84.8
1537,06024560,PY-02,96.8
1538,08093602,SA-01,71.8
1539,03087978,MR-04,73.3
1540,01031613,ER-22,
1541,08064572,BS-52,69.8
1542,05057135,IT-44,89.0
1543,03073426,EP-03,86.7
1544,03065566,MM-93,74.8
1545,03093048,AT-06,89.9
1546,02065177,JP-26,88.0
1547,08059032,MC-20,74.2
1548,08096350,BS-01,63.5
1549,05037414,FR-05,49.6
1550,04015900,JS-02,76.6
1551,02089691,CS-11,77.3
1552,08099286,PY-38,65.8
1553,04073790,MC-37,79.8
1554,07015083,PY-01,79.6
1555,06074885,MC-09,80.5
1556,04081299,MC-09,74.2
1557,08032762,CN-01,84.6
1558,05043293,BS-16,
1559,02067073,BM-43,74.6
1560,05076613,CN-01,72.0
1561,04015900,AT-31,
1562,03014967,BS-52,70.7
1563,08037022,SO-55,74.2
1564,03029047,EN-26,71.1
1565,06082904,PY-38,
1566,01043271,CE-03,
1567,03056662,CE-19,75.7
1568,03018455,ER-22,76.9
1569,06028939,SA-01,60.2
1570,03029810,JP-26,96.4
1571,05075269,EL-27,87.5
1572,07030039,EG-27,73.3
1573,09025223,AC-03,68.9
1574,04031471,LW-37,56.2
1575,08023766,IF-03,72.0
1576,01027682,MR-02,80.0
1577,08064572,AC-20,75.1
1578,05034915,MG-25,83.8
1579,09060745,SA-01,
1580,02046191,EL-04,92.9
1581,01019000,BS-52,
1582,02065177,MR-04,
1583,02094825,ER-01,
1584,03093911,PY-02,63.1
1585,02049888,ER-01,73.6
1586,07027376,PY-38,69.7
1587,07078424,IF-03,81.9
1588,09074178,LT-01,69.2
1589,08095619,EP-03,63.8
1590,04052293,MT-21,
1591,08029061,PY-49,76.6
1592,06069665,PY-02,62.6
1593,02099875,EE-13,85.8
1594,03046688,NC-11,75.1
1595,07030136,MM-93,
1596,06042202,EP-09,86.2
1597,06087558,EG-65,88.7
1598,03038962,MG-81,64.9
1599,04026586,MG-81,86.8
1600,02060737,JP-11,
1601,02065177,LW-37,63.8
1602,08094030,EE-40,74.9
1603,09077724,SA-01,81.8
1604,01035125,JS-28,60.9
1605,01071019,BS-16,87.5
1606,04064258,MM-93,84.9
1607,04035790,MM-10,90.7
1608,01013510,EP-03,57.6
1609,05076597,ER-22,83.1
1610,01019000,CI-01,83.2
1611,01053119,MT-07,80.0
1612,01047459,ER-05,68.7
1613,08024586,EG-65,74.6
1614,07072056,AC-03,76.9
1615,05043784,AS-40,80.0
1616,01071019,AS-40,75.2
1617,01011896,MC-18,65.4
1618,02018256,PY-01,51.2
1619,05097628,MC-09,62.8
1620,04046201,AT-22,66.8
1621,05016498,MC-09,86.0
1622,03065064,AT-06,73.9
1623,04087024,EP-03,66.9
1624,01028781,JP-26,70.2
1625,03087084,EL-30,64.1
1626,05058248,IT-44,51.7
1627,01033386,FR-05,
1628,02071347,CI-10,80.0
1629,01048724,BM-02,71.8
1630,05045131,CE-30,73.3
1631,06086271,EE-82,82.0
1632,08042228,ER-05,79.5
1633,07068390,ER-22,76.7
1634,01035125,IT-44,69.7
1635,02039236,LT-01,50.8
1636,07060009,IF-03,72.8
1637,08024586,EL-30,71.0
1638,07068119,IT-44,70.6
1639,05069269,BS-52,59.6
1640,02087815,MT-28,84.7
1641,05034440,MT-28,72.3
1642,09039273,MM-66,82.9
1643,07021959,NC-11,88.2
1644,04051842,CE-30,62.1
1645,04070766,JP-16,75.6
1646,08010030,EE-61,71.2
1647,01015893,MM-66,75.9
1648,06035676,BS-16,61.2
1649,08033134,PY-02,69.1
1650,01069558,EP-06,76.8
1651,06099227,EG-03,79.3
1652,09010136,SA-06,
1653,02043969,JP-16,73.0
1654,01031476,AS-40,
1655,01027577,EL-04,72.2
1656,06088255,BM-43,
1657,04087024,BS-16,
1658,07028667,CE-30,52.7
1659,08096866,MM-10,68.9
1660,09046075,EN-26,70.7
1661,03080234,AC-20,95.0
1662,03068863,LW-26,93.1
1663,03067387,PY-04,91.4
1664,07068119,EP-03,74.3
1665,03059097,EL-02,69.9
1666,03082243,PY-49,61.4
1667,06024200,FA-54,92.7
1668,08051571,BS-02,90.0
1669,08051948,EP-09,75.8
1670,02039266,CN-01,46.8
1671,06011161,CI-01,81.9
1672,09050530,EL-02,
1673,07046860,CN-05,62.5
1674,09046233,FA-54,76.2
1675,05054668,PY-36,52.6
1676,02048995,JP-16,60.6
1677,03074698,AT-21,80.8
1678,08058270,MG-23,84.0
1679,02014080,CS-13,71.4
1680,06096451,ER-01,75.5
1681,03068863,CE-19,68.3
1682,03010600,MC-37,68.6
1683,07084759,NC-11,72.5
1684,04017472,ER-22,75.9
1685,08052127,SA-06,
1686,05025057,EG-06,93.1
1687,05055745,MG-13,73.0
1688,08023622,JP-26,80.8
1689,02043096,EP-08,77.9
1690,02092526,IF-01,75.9
1691,08087402,BS-23,68.2
1692,02087815,MT-01,69.4
1693,01047459,SA-01,80.5
1694,04056356,IT-44,83.1
1695,01047459,LW-26,66.0
1696,07035901,JS-09,89.8
1697,05069269,EE-33,66.1
1698,05023618,EP-08,55.4
1699,07097247,JP-11,78.7
1700,04034407,CS-13,84.3
1701,01059997,IF-03,75.5
1702,02065521,ER-05,63.2
1703,08089024,CE-19,80.0
1704,05061077,AT-31,65.6
1705,08014864,MT-21,70.9
1706,08039991,BS-31,67.6
1707,06075822,EE-29,84.7
1708,03086078,ER-01,66.0
1709,08052292,LW-37,96.0
1710,01077992,AC-24,51.3
1711,02077552,BO-01,68.5
1712,06088255,JS-09,97.2
1713,08081777,MM-25,77.4
1714,07068390,MG-81,87.7
1715,07057815,MR-04,64.3
1716,04059565,BS-31,62.6
1717,04024533,BS-52,81.1
1718,02071233,MR-02,77.1
1719,01029974,EG-03,80.4
1720,08058687,JS-09,79.3
1721,09052629,BM-43,65.4
1722,03058780,CE-30,69.1
1723,09099672,JS-09,71.6
1724,05052073,BS-02,69.1
1725,01068571,BM-43,75.0
1726,09099672,MG-13,76.9
1727,09097184,EG-27,70.0
1728,09099105,PY-25,86.7
1729,08059789,JS-28,85.3
1730,04056678,MR-04,81.5
1731,04059895,MG-01,95.0
1732,04062691,EE-13,58.2
1733,09051974,BS-52,84.1
1734,01024959,EG-06,72.4
1735,04042506,AT-31,86.9
1736,04037121,SO-01,54.5
1737,04031471,PY-05,77.9
1738,07079141,PY-36,63.4
1739,03028515,AS-40,73.9
1740,05069269,PY-05,84.2
1741,03012870,AT-31,65.2
1742,08069512,LW-32,83.2
1743,04073790,BO-01,79.9
1744,08024911,AT-36,94.2
1745,06074885,CN-01,86.9
1746,06039491,IT-44,74.0
1747,05041516,ER-22,74.3
1748,07086528,AT-22,57.6
1749,08033134,SO-01,80.2
1750,04059565,MC-20,
1751,02029249,BO-05,96.5
1752,09064896,MM-66,67.6
1753,03029047,NE-01,62.7
1754,06037185,BS-01,53.5
1755,08042228,JP-11,76.1
1756,03034162,IF-01,76.1
1757,08095619,EE-61,82.3
1758,03085128,EG-27,68.5
1759,09056888,IF-01,69.4
1760,09050247,IT-44,61.8
1761,03015314,JS-09,72.0
1762,01070997,IF-03,66.6
1763,05063232,JP-16,58.3
1764,09094366,LW-37,83.8
1765,02029944,MG-25,76.3
1766,07035348,MC-20,74.9
1767,04034407,SO-55,84.0
1768,08060753,NC-11,50.0
1769,04077368,JS-09,89.8
1770,01059997,SO-01,63.5
1771,09015544,LW-32,78.2
1772,03068513,MT-07,88.5
1773,03081873,SA-06,99.3
1774,06042202,MC-18,81.4
1775,04084568,EP-08,57.5
1776,03083091,CI-01,62.7
1777,02020140,BS-16,88.9
1778,05047495,MM-10,63.3
1779,06036176,JS-09,78.2
1780,02095193,EE-61,77.9
1781,05017953,MR-02,64.5
1782,06044963,BS-16,67.6
1783,04018070,AC-20,80.0
1784,04081824,EP-09,74.7
1785,05052039,MT-28,67.0
1786,02080549,JP-16,72.2
1787,08091839,CN-05,75.1
1788,05085088,MG-25,77.2
1789,08046279,ML-05,73.7
1790,03038256,EE-86,72.1
1791,07067514,SO-01,64.1
1792,04084568,MM-66,82.6
1793,09064178,EL-02,73.1
1794,07055667,AC-20,67.6
1795,07068119,PY-05,75.9
1796,01068837,CI-01,
1797,07096700,PY-25,85.8
1798,09055285,CE-30,66.1
1799,09019807,BO-17,
1800,05038778,MR-02,71.2
1801,08058270,AS-40,90.5
1802,03040175,SA-06,
